Hotel_Name,Aspect,Negative,Neutral,Positive,Total,Positive_Percentage,Negative_Percentage,Sentiment_Score
Hotel Midmost,Food,0,3,25,28,89.29,0.0,0.893
Hotel Midmost,Location,0,9,46,55,83.64,0.0,0.836
Hotel Midmost,Room,0,7,24,31,77.42,0.0,0.774
Hotel Midmost,Staff_Service,0,8,51,59,86.44,0.0,0.864
Hotel Midmost,Value,1,3,6,10,60.0,10.0,0.5
Hotel Midmost,Wellness,0,1,8,9,88.89,0.0,0.889
Hotel Milano Scala,Cleanliness,3,6,22,31,70.97,9.68,0.613
Hotel Milano Scala,Facilities,1,1,18,20,90.0,5.0,0.85
Hotel Milano Scala,Food,6,18,98,122,80.33,4.92,0.754
Hotel Milano Scala,Location,7,29,118,154,76.62,4.55,0.721
Hotel Milano Scala,Room,10,28,74,112,66.07,8.93,0.571
Hotel Milano Scala,Staff_Service,8,20,130,158,82.28,5.06,0.772
Hotel Milano Scala,Value,2,7,15,24,62.5,8.33,0.542
Hotel Milano Scala,Wellness,0,0,4,4,100.0,0.0,1.0
Hotel Miramar Barcelona GL,Cleanliness,4,6,9,19,47.37,21.05,0.263
Hotel Miramar Barcelona GL,Facilities,0,5,19,24,79.17,0.0,0.792
Hotel Miramar Barcelona GL,Food,9,11,49,69,71.01,13.04,0.58
Hotel Miramar Barcelona GL,Location,2,21,60,83,72.29,2.41,0.699
Hotel Miramar Barcelona GL,Room,12,34,69,115,60.0,10.43,0.496
Hotel Miramar Barcelona GL,Staff_Service,9,28,78,115,67.83,7.83,0.6
Hotel Miramar Barcelona GL,Value,6,3,12,21,57.14,28.57,0.286
Hotel Miramar Barcelona GL,Wellness,4,13,35,52,67.31,7.69,0.596
Hotel Monceau Wagram,Cleanliness,4,8,17,29,58.62,13.79,0.448
Hotel Monceau Wagram,Facilities,3,13,14,30,46.67,10.0,0.367
Hotel Monceau Wagram,Food,4,17,24,45,53.33,8.89,0.444
Hotel Monceau Wagram,Location,4,27,34,65,52.31,6.15,0.462
Hotel Monceau Wagram,Room,7,24,29,60,48.33,11.67,0.367
Hotel Monceau Wagram,Staff_Service,5,17,33,55,60.0,9.09,0.509
Hotel Monceau Wagram,Value,2,8,5,15,33.33,13.33,0.2
Hotel Monceau Wagram,Wellness,0,0,1,1,100.0,0.0,1.0
Hotel Monge,Cleanliness,0,1,20,21,95.24,0.0,0.952
Hotel Monge,Facilities,0,0,9,9,100.0,0.0,1.0
Hotel Monge,Food,0,1,33,34,97.06,0.0,0.971
Hotel Monge,Location,0,1,57,58,98.28,0.0,0.983
Hotel Monge,Room,0,7,44,51,86.27,0.0,0.863
Hotel Monge,Staff_Service,0,4,70,74,94.59,0.0,0.946
Hotel Monge,Value,0,0,10,10,100.0,0.0,1.0
Hotel Monge,Wellness,0,0,1,1,100.0,0.0,1.0
Hotel Monsieur,Cleanliness,1,10,24,35,68.57,2.86,0.657
Hotel Monsieur,Facilities,0,3,13,16,81.25,0.0,0.812
Hotel Monsieur,Food,2,12,38,52,73.08,3.85,0.692
Hotel Monsieur,Location,1,20,65,86,75.58,1.16,0.744
Hotel Monsieur,Room,5,14,81,100,81.0,5.0,0.76
Hotel Monsieur,Staff_Service,2,13,95,110,86.36,1.82,0.845
Hotel Monsieur,Value,0,5,13,18,72.22,0.0,0.722
Hotel Monsieur,Wellness,1,2,2,5,40.0,20.0,0.2
Hotel Montaigne,Cleanliness,2,4,4,10,40.0,20.0,0.2
Hotel Montaigne,Facilities,4,4,1,9,11.11,44.44,-0.333
Hotel Montaigne,Food,9,6,8,23,34.78,39.13,-0.043
Hotel Montaigne,Location,13,19,22,54,40.74,24.07,0.167
Hotel Montaigne,Room,12,13,14,39,35.9,30.77,0.051
Hotel Montaigne,Staff_Service,12,8,20,40,50.0,30.0,0.2
Hotel Montaigne,Value,4,2,2,8,25.0,50.0,-0.25
Hotel Montalembert,Cleanliness,0,1,1,2,50.0,0.0,0.5
Hotel Montalembert,Facilities,2,1,2,5,40.0,40.0,0.0
Hotel Montalembert,Food,2,2,8,12,66.67,16.67,0.5
Hotel Montalembert,Location,2,1,16,19,84.21,10.53,0.737
Hotel Montalembert,Room,3,5,8,16,50.0,18.75,0.312
Hotel Montalembert,Staff_Service,5,4,17,26,65.38,19.23,0.462
Hotel Montalembert,Value,2,0,1,3,33.33,66.67,-0.333
Hotel Moonlight,Cleanliness,3,13,52,68,76.47,4.41,0.721
Hotel Moonlight,Facilities,2,7,29,38,76.32,5.26,0.711
Hotel Moonlight,Food,2,5,29,36,80.56,5.56,0.75
Hotel Moonlight,Location,5,21,111,137,81.02,3.65,0.774
Hotel Moonlight,Room,11,34,133,178,74.72,6.18,0.685
Hotel Moonlight,Staff_Service,5,25,160,190,84.21,2.63,0.816
Hotel Moonlight,Value,2,3,28,33,84.85,6.06,0.788
Hotel Moonlight,Wellness,0,0,1,1,100.0,0.0,1.0
Hotel Mozart,Cleanliness,8,36,62,106,58.49,7.55,0.509
Hotel Mozart,Facilities,15,34,42,91,46.15,16.48,0.297
Hotel Mozart,Food,19,70,163,252,64.68,7.54,0.571
Hotel Mozart,Location,19,68,131,218,60.09,8.72,0.514
Hotel Mozart,Room,39,89,115,243,47.33,16.05,0.313
Hotel Mozart,Staff_Service,20,58,148,226,65.49,8.85,0.566
Hotel Mozart,Value,9,19,28,56,50.0,16.07,0.339
Hotel Mozart,Wellness,1,0,3,4,75.0,25.0,0.5
Hotel Murmuri Barcelona,Cleanliness,0,3,5,8,62.5,0.0,0.625
Hotel Murmuri Barcelona,Facilities,0,6,6,12,50.0,0.0,0.5
Hotel Murmuri Barcelona,Food,0,4,19,23,82.61,0.0,0.826
Hotel Murmuri Barcelona,Location,3,9,36,48,75.0,6.25,0.688
Hotel Murmuri Barcelona,Room,3,7,27,37,72.97,8.11,0.649
Hotel Murmuri Barcelona,Staff_Service,3,8,43,54,79.63,5.56,0.741
Hotel Murmuri Barcelona,Value,4,2,4,10,40.0,40.0,0.0
Hotel Murmuri Barcelona,Wellness,0,0,1,1,100.0,0.0,1.0
Hotel Neri,Cleanliness,0,0,4,4,100.0,0.0,1.0
Hotel Neri,Facilities,0,2,2,4,50.0,0.0,0.5
Hotel Neri,Food,0,2,23,25,92.0,0.0,0.92
Hotel Neri,Location,1,4,40,45,88.89,2.22,0.867
Hotel Neri,Room,0,0,28,28,100.0,0.0,1.0
Hotel Neri,Staff_Service,1,3,40,44,90.91,2.27,0.886
Hotel Neri,Value,0,1,13,14,92.86,0.0,0.929
Hotel Neri,Wellness,0,0,2,2,100.0,0.0,1.0
Hotel Nestroy Wien,Cleanliness,3,8,14,25,56.0,12.0,0.44
Hotel Nestroy Wien,Facilities,2,10,8,20,40.0,10.0,0.3
Hotel Nestroy Wien,Food,1,7,11,19,57.89,5.26,0.526
Hotel Nestroy Wien,Location,5,21,20,46,43.48,10.87,0.326
Hotel Nestroy Wien,Room,6,22,27,55,49.09,10.91,0.382
Hotel Nestroy Wien,Staff_Service,5,14,14,33,42.42,15.15,0.273
Hotel Nestroy Wien,Value,4,9,5,18,27.78,22.22,0.056
Hotel Nestroy Wien,Wellness,0,5,9,14,64.29,0.0,0.643
Hotel OFF Paris Seine,Cleanliness,1,1,6,8,75.0,12.5,0.625
Hotel OFF Paris Seine,Facilities,2,2,3,7,42.86,28.57,0.143
Hotel OFF Paris Seine,Food,5,4,11,20,55.0,25.0,0.3
Hotel OFF Paris Seine,Location,3,11,23,37,62.16,8.11,0.541
Hotel OFF Paris Seine,Room,4,9,21,34,61.76,11.76,0.5
Hotel OFF Paris Seine,Staff_Service,8,6,24,38,63.16,21.05,0.421
Hotel OFF Paris Seine,Value,1,5,4,10,40.0,10.0,0.3
Hotel OFF Paris Seine,Wellness,1,1,4,6,66.67,16.67,0.5
Hotel Odeon Saint Germain,Cleanliness,0,4,18,22,81.82,0.0,0.818
Hotel Odeon Saint Germain,Facilities,2,7,12,21,57.14,9.52,0.476
Hotel Odeon Saint Germain,Food,2,10,20,32,62.5,6.25,0.562
Hotel Odeon Saint Germain,Location,3,27,69,99,69.7,3.03,0.667
Hotel Odeon Saint Germain,Room,6,21,49,76,64.47,7.89,0.566
Hotel Odeon Saint Germain,Staff_Service,4,14,77,95,81.05,4.21,0.768
Hotel Odeon Saint Germain,Value,1,6,10,17,58.82,5.88,0.529
Hotel Okura Amsterdam,Cleanliness,5,14,32,51,62.75,9.8,0.529
Hotel Okura Amsterdam,Facilities,6,15,39,60,65.0,10.0,0.55
Hotel Okura Amsterdam,Food,9,33,102,144,70.83,6.25,0.646
Hotel Okura Amsterdam,Location,3,30,65,98,66.33,3.06,0.633
Hotel Okura Amsterdam,Room,15,43,131,189,69.31,7.94,0.614
Hotel Okura Amsterdam,Staff_Service,14,41,181,236,76.69,5.93,0.708
Hotel Okura Amsterdam,Value,7,19,34,60,56.67,11.67,0.45
Hotel Okura Amsterdam,Wellness,8,27,56,91,61.54,8.79,0.527
Hotel Omm,Cleanliness,0,0,6,6,100.0,0.0,1.0
Hotel Omm,Facilities,0,0,9,9,100.0,0.0,1.0
Hotel Omm,Food,2,8,33,43,76.74,4.65,0.721
Hotel Omm,Location,2,14,39,55,70.91,3.64,0.673
Hotel Omm,Room,1,11,35,47,74.47,2.13,0.723
Hotel Omm,Staff_Service,4,8,63,75,84.0,5.33,0.787
Hotel Omm,Value,1,4,5,10,50.0,10.0,0.4
Hotel Omm,Wellness,1,4,20,25,80.0,4.0,0.76
Hotel Op ra Richepanse,Cleanliness,0,4,42,46,91.3,0.0,0.913
Hotel Op ra Richepanse,Facilities,0,5,22,27,81.48,0.0,0.815
Hotel Op ra Richepanse,Food,2,12,52,66,78.79,3.03,0.758
Hotel Op ra Richepanse,Location,2,21,126,149,84.56,1.34,0.832
Hotel Op ra Richepanse,Room,2,22,93,117,79.49,1.71,0.778
Hotel Op ra Richepanse,Staff_Service,3,11,108,122,88.52,2.46,0.861
Hotel Op ra Richepanse,Value,0,5,16,21,76.19,0.0,0.762
Hotel Op ra Richepanse,Wellness,0,0,3,3,100.0,0.0,1.0
Hotel Opera Cadet,Cleanliness,0,2,4,6,66.67,0.0,0.667
Hotel Opera Cadet,Facilities,0,2,4,6,66.67,0.0,0.667
Hotel Opera Cadet,Food,0,6,23,29,79.31,0.0,0.793
Hotel Opera Cadet,Location,0,7,24,31,77.42,0.0,0.774
Hotel Opera Cadet,Room,0,7,20,27,74.07,0.0,0.741
Hotel Opera Cadet,Staff_Service,1,6,22,29,75.86,3.45,0.724
Hotel Opera Cadet,Value,1,2,5,8,62.5,12.5,0.5
Hotel Oscar,Cleanliness,0,1,9,10,90.0,0.0,0.9
Hotel Oscar,Facilities,1,4,10,15,66.67,6.67,0.6
Hotel Oscar,Food,1,0,5,6,83.33,16.67,0.667
Hotel Oscar,Location,2,10,39,51,76.47,3.92,0.725
Hotel Oscar,Room,4,11,26,41,63.41,9.76,0.537
Hotel Oscar,Staff_Service,5,4,28,37,75.68,13.51,0.622
Hotel Oscar,Value,2,0,1,3,33.33,66.67,-0.333
Hotel Palace GL,Cleanliness,0,3,28,31,90.32,0.0,0.903
Hotel Palace GL,Facilities,1,10,27,38,71.05,2.63,0.684
Hotel Palace GL,Food,1,18,96,115,83.48,0.87,0.826
Hotel Palace GL,Location,1,14,109,124,87.9,0.81,0.871
Hotel Palace GL,Room,2,21,109,132,82.58,1.52,0.811
Hotel Palace GL,Staff_Service,4,18,193,215,89.77,1.86,0.879
Hotel Palace GL,Value,0,12,33,45,73.33,0.0,0.733
Hotel Palace GL,Wellness,0,4,44,48,91.67,0.0,0.917
Hotel Palais Strudlhof,Cleanliness,2,6,30,38,78.95,5.26,0.737
Hotel Palais Strudlhof,Facilities,2,8,13,23,56.52,8.7,0.478
Hotel Palais Strudlhof,Food,3,20,49,72,68.06,4.17,0.639
Hotel Palais Strudlhof,Location,4,22,41,67,61.19,5.97,0.552
Hotel Palais Strudlhof,Room,5,17,43,65,66.15,7.69,0.585
Hotel Palais Strudlhof,Staff_Service,5,14,35,54,64.81,9.26,0.556
Hotel Palais Strudlhof,Value,0,10,15,25,60.0,0.0,0.6
Hotel Palais Strudlhof,Wellness,0,1,1,2,50.0,0.0,0.5
Hotel Panache,Cleanliness,2,4,10,16,62.5,12.5,0.5
Hotel Panache,Facilities,0,5,8,13,61.54,0.0,0.615
Hotel Panache,Food,4,3,9,16,56.25,25.0,0.312
Hotel Panache,Location,4,8,26,38,68.42,10.53,0.579
Hotel Panache,Room,6,12,36,54,66.67,11.11,0.556
Hotel Panache,Staff_Service,5,5,30,40,75.0,12.5,0.625
Hotel Panache,Value,0,2,2,4,50.0,0.0,0.5
Hotel Parc Saint Severin Esprit de France,Cleanliness,2,8,32,42,76.19,4.76,0.714
Hotel Parc Saint Severin Esprit de France,Facilities,1,8,23,32,71.88,3.12,0.688
Hotel Parc Saint Severin Esprit de France,Food,0,6,19,25,76.0,0.0,0.76
Hotel Parc Saint Severin Esprit de France,Location,2,17,96,115,83.48,1.74,0.817
Hotel Parc Saint Severin Esprit de France,Room,1,11,51,63,80.95,1.59,0.794
Hotel Parc Saint Severin Esprit de France,Staff_Service,1,11,81,93,87.1,1.08,0.86
Hotel Parc Saint Severin Esprit de France,Value,0,4,11,15,73.33,0.0,0.733
Hotel Parc Saint Severin Esprit de France,Wellness,0,0,1,1,100.0,0.0,1.0
Hotel Parco di Sch nbrunn Vienna,Cleanliness,3,1,10,14,71.43,21.43,0.5
Hotel Parco di Sch nbrunn Vienna,Facilities,10,4,8,22,36.36,45.45,-0.091
Hotel Parco di Sch nbrunn Vienna,Food,11,4,20,35,57.14,31.43,0.257
Hotel Parco di Sch nbrunn Vienna,Location,5,7,11,23,47.83,21.74,0.261
Hotel Parco di Sch nbrunn Vienna,Room,11,6,17,34,50.0,32.35,0.176
Hotel Parco di Sch nbrunn Vienna,Staff_Service,11,4,12,27,44.44,40.74,0.037
Hotel Parco di Sch nbrunn Vienna,Value,2,2,4,8,50.0,25.0,0.25
Hotel Park Lane Paris,Cleanliness,1,9,20,30,66.67,3.33,0.633
Hotel Park Lane Paris,Facilities,1,8,14,23,60.87,4.35,0.565
Hotel Park Lane Paris,Food,2,11,33,46,71.74,4.35,0.674
Hotel Park Lane Paris,Location,2,22,53,77,68.83,2.6,0.662
Hotel Park Lane Paris,Room,9,23,53,85,62.35,10.59,0.518
Hotel Park Lane Paris,Staff_Service,5,19,70,94,74.47,5.32,0.691
Hotel Park Lane Paris,Value,1,4,11,16,68.75,6.25,0.625
Hotel Park Villa,Cleanliness,0,0,5,5,100.0,0.0,1.0
Hotel Park Villa,Facilities,0,3,16,19,84.21,0.0,0.842
Hotel Park Villa,Food,1,6,30,37,81.08,2.7,0.784
Hotel Park Villa,Location,0,4,23,27,85.19,0.0,0.852
Hotel Park Villa,Room,1,6,15,22,68.18,4.55,0.636
Hotel Park Villa,Staff_Service,0,3,24,27,88.89,0.0,0.889
Hotel Park Villa,Value,0,0,3,3,100.0,0.0,1.0
Hotel Pension Baron am Schottentor,Cleanliness,5,22,30,57,52.63,8.77,0.439
Hotel Pension Baron am Schottentor,Facilities,4,21,17,42,40.48,9.52,0.31
Hotel Pension Baron am Schottentor,Food,5,19,16,40,40.0,12.5,0.275
Hotel Pension Baron am Schottentor,Location,16,56,77,149,51.68,10.74,0.409
Hotel Pension Baron am Schottentor,Room,15,52,60,127,47.24,11.81,0.354
Hotel Pension Baron am Schottentor,Staff_Service,5,19,56,80,70.0,6.25,0.638
Hotel Pension Baron am Schottentor,Value,3,11,19,33,57.58,9.09,0.485
Hotel Pierre Milano,Cleanliness,1,4,6,11,54.55,9.09,0.455
Hotel Pierre Milano,Facilities,3,6,2,11,18.18,27.27,-0.091
Hotel Pierre Milano,Food,2,6,12,20,60.0,10.0,0.5
Hotel Pierre Milano,Location,5,9,8,22,36.36,22.73,0.136
Hotel Pierre Milano,Room,7,16,10,33,30.3,21.21,0.091
Hotel Pierre Milano,Staff_Service,10,9,13,32,40.62,31.25,0.094
Hotel Pierre Milano,Value,3,2,3,8,37.5,37.5,0.0
Hotel Pierre Milano,Wellness,1,1,1,3,33.33,33.33,0.0
Hotel Plaza Athenee Paris,Facilities,0,0,1,1,100.0,0.0,1.0
Hotel Plaza Athenee Paris,Food,0,4,5,9,55.56,0.0,0.556
Hotel Plaza Athenee Paris,Location,0,2,2,4,50.0,0.0,0.5
Hotel Plaza Athenee Paris,Room,1,4,8,13,61.54,7.69,0.538
Hotel Plaza Athenee Paris,Staff_Service,0,2,9,11,81.82,0.0,0.818
Hotel Plaza Athenee Paris,Value,0,0,5,5,100.0,0.0,1.0
Hotel Plaza Elys es,Cleanliness,0,6,19,25,76.0,0.0,0.76
Hotel Plaza Elys es,Facilities,1,4,6,11,54.55,9.09,0.455
Hotel Plaza Elys es,Food,0,4,21,25,84.0,0.0,0.84
Hotel Plaza Elys es,Location,1,11,39,51,76.47,1.96,0.745
Hotel Plaza Elys es,Room,5,11,31,47,65.96,10.64,0.553
Hotel Plaza Elys es,Staff_Service,0,10,35,45,77.78,0.0,0.778
Hotel Plaza Elys es,Value,1,1,12,14,85.71,7.14,0.786
Hotel Portello Gruppo Minihotel,Cleanliness,1,10,11,22,50.0,4.55,0.455
Hotel Portello Gruppo Minihotel,Facilities,0,9,6,15,40.0,0.0,0.4
Hotel Portello Gruppo Minihotel,Food,0,17,15,32,46.88,0.0,0.469
Hotel Portello Gruppo Minihotel,Location,0,14,15,29,51.72,0.0,0.517
Hotel Portello Gruppo Minihotel,Room,2,11,6,19,31.58,10.53,0.211
Hotel Portello Gruppo Minihotel,Staff_Service,1,13,18,32,56.25,3.12,0.531
Hotel Portello Gruppo Minihotel,Value,0,5,6,11,54.55,0.0,0.545
Hotel Principe Di Savoia,Cleanliness,1,3,11,15,73.33,6.67,0.667
Hotel Principe Di Savoia,Facilities,0,4,23,27,85.19,0.0,0.852
Hotel Principe Di Savoia,Food,8,13,76,97,78.35,8.25,0.701
Hotel Principe Di Savoia,Location,2,10,40,52,76.92,3.85,0.731
Hotel Principe Di Savoia,Room,5,21,65,91,71.43,5.49,0.659
Hotel Principe Di Savoia,Staff_Service,5,16,114,135,84.44,3.7,0.807
Hotel Principe Di Savoia,Value,3,6,22,31,70.97,9.68,0.613
Hotel Principe Di Savoia,Wellness,0,5,21,26,80.77,0.0,0.808
Hotel Prinz Eugen,Cleanliness,5,22,91,118,77.12,4.24,0.729
Hotel Prinz Eugen,Facilities,3,27,46,76,60.53,3.95,0.566
Hotel Prinz Eugen,Food,15,71,200,286,69.93,5.24,0.647
Hotel Prinz Eugen,Location,15,84,206,305,67.54,4.92,0.626
Hotel Prinz Eugen,Room,19,64,154,237,64.98,8.02,0.57
Hotel Prinz Eugen,Staff_Service,14,34,147,195,75.38,7.18,0.682
Hotel Prinz Eugen,Value,4,15,41,60,68.33,6.67,0.617
Hotel Pulitzer,Cleanliness,1,17,26,44,59.09,2.27,0.568
Hotel Pulitzer,Facilities,3,12,26,41,63.41,7.32,0.561
Hotel Pulitzer,Food,10,29,132,171,77.19,5.85,0.713
Hotel Pulitzer,Location,12,66,227,305,74.43,3.93,0.705
Hotel Pulitzer,Room,17,49,119,185,64.32,9.19,0.551
Hotel Pulitzer,Staff_Service,10,44,205,259,79.15,3.86,0.753
Hotel Pulitzer,Value,2,14,27,43,62.79,4.65,0.581
Hotel Pulitzer,Wellness,1,3,14,18,77.78,5.56,0.722
Hotel Pulitzer Paris,Cleanliness,3,7,26,36,72.22,8.33,0.639
Hotel Pulitzer Paris,Facilities,3,10,8,21,38.1,14.29,0.238
Hotel Pulitzer Paris,Food,13,26,59,98,60.2,13.27,0.469
Hotel Pulitzer Paris,Location,7,21,55,83,66.27,8.43,0.578
Hotel Pulitzer Paris,Room,17,35,50,102,49.02,16.67,0.324
Hotel Pulitzer Paris,Staff_Service,12,21,64,97,65.98,12.37,0.536
Hotel Pulitzer Paris,Value,4,4,14,22,63.64,18.18,0.455
Hotel Pulitzer Paris,Wellness,0,0,5,5,100.0,0.0,1.0
Hotel Raffaello,Cleanliness,2,9,16,27,59.26,7.41,0.519
Hotel Raffaello,Facilities,4,5,10,19,52.63,21.05,0.316
Hotel Raffaello,Food,3,13,24,40,60.0,7.5,0.525
Hotel Raffaello,Location,0,6,14,20,70.0,0.0,0.7
Hotel Raffaello,Room,6,11,24,41,58.54,14.63,0.439
Hotel Raffaello,Staff_Service,4,12,29,45,64.44,8.89,0.556
Hotel Raffaello,Value,2,3,7,12,58.33,16.67,0.417
Hotel Raffaello,Wellness,0,1,2,3,66.67,0.0,0.667
Hotel Rathaus Wein Design,Cleanliness,1,4,43,48,89.58,2.08,0.875
Hotel Rathaus Wein Design,Facilities,1,3,38,42,90.48,2.38,0.881
Hotel Rathaus Wein Design,Food,3,15,126,144,87.5,2.08,0.854
Hotel Rathaus Wein Design,Location,0,11,115,126,91.27,0.0,0.913
Hotel Rathaus Wein Design,Room,1,14,141,156,90.38,0.64,0.897
Hotel Rathaus Wein Design,Staff_Service,3,13,194,210,92.38,1.43,0.91
Hotel Rathaus Wein Design,Value,1,6,17,24,70.83,4.17,0.667
Hotel Rathaus Wein Design,Wellness,0,0,3,3,100.0,0.0,1.0
Hotel Regina,Cleanliness,17,39,105,161,65.22,10.56,0.547
Hotel Regina,Facilities,12,38,64,114,56.14,10.53,0.456
Hotel Regina,Food,27,97,221,345,64.06,7.83,0.562
Hotel Regina,Location,37,174,356,567,62.79,6.53,0.563
Hotel Regina,Room,48,144,248,440,56.36,10.91,0.455
Hotel Regina,Staff_Service,30,95,317,442,71.72,6.79,0.649
Hotel Regina,Value,13,32,36,81,44.44,16.05,0.284
Hotel Regina,Wellness,0,3,9,12,75.0,0.0,0.75
Hotel Rekord,Cleanliness,2,3,6,11,54.55,18.18,0.364
Hotel Rekord,Facilities,1,5,2,8,25.0,12.5,0.125
Hotel Rekord,Food,2,6,14,22,63.64,9.09,0.545
Hotel Rekord,Location,3,9,16,28,57.14,10.71,0.464
Hotel Rekord,Room,4,13,17,34,50.0,11.76,0.382
Hotel Rekord,Staff_Service,2,8,17,27,62.96,7.41,0.556
Hotel Rekord,Value,2,1,6,9,66.67,22.22,0.444
Hotel Roemer Amsterdam,Cleanliness,4,12,29,45,64.44,8.89,0.556
Hotel Roemer Amsterdam,Facilities,4,8,18,30,60.0,13.33,0.467
Hotel Roemer Amsterdam,Food,0,10,49,59,83.05,0.0,0.831
Hotel Roemer Amsterdam,Location,11,23,108,142,76.06,7.75,0.683
Hotel Roemer Amsterdam,Room,23,41,112,176,63.64,13.07,0.506
Hotel Roemer Amsterdam,Staff_Service,14,23,118,155,76.13,9.03,0.671
Hotel Roemer Amsterdam,Value,2,7,13,22,59.09,9.09,0.5
Hotel Roemer Amsterdam,Wellness,0,4,5,9,55.56,0.0,0.556
Hotel Romana Residence,Cleanliness,10,32,32,74,43.24,13.51,0.297
Hotel Romana Residence,Facilities,17,33,28,78,35.9,21.79,0.141
Hotel Romana Residence,Food,21,51,59,131,45.04,16.03,0.29
Hotel Romana Residence,Location,21,74,95,190,50.0,11.05,0.389
Hotel Romana Residence,Room,29,75,72,176,40.91,16.48,0.244
Hotel Romana Residence,Staff_Service,21,34,65,120,54.17,17.5,0.367
Hotel Romana Residence,Value,9,15,18,42,42.86,21.43,0.214
Hotel Romana Residence,Wellness,1,1,1,3,33.33,33.33,0.0
Hotel Ronda Lesseps,Cleanliness,3,6,8,17,47.06,17.65,0.294
Hotel Ronda Lesseps,Facilities,0,6,4,10,40.0,0.0,0.4
Hotel Ronda Lesseps,Food,7,9,18,34,52.94,20.59,0.324
Hotel Ronda Lesseps,Location,6,9,24,39,61.54,15.38,0.462
Hotel Ronda Lesseps,Room,7,15,24,46,52.17,15.22,0.37
Hotel Ronda Lesseps,Staff_Service,2,7,21,30,70.0,6.67,0.633
Hotel Ronda Lesseps,Value,0,6,5,11,45.45,0.0,0.455
Hotel Ronda Lesseps,Wellness,0,1,1,2,50.0,0.0,0.5
Hotel Royal,Cleanliness,0,4,6,10,60.0,0.0,0.6
Hotel Royal,Facilities,1,2,15,18,83.33,5.56,0.778
Hotel Royal,Food,3,15,53,71,74.65,4.23,0.704
Hotel Royal,Location,4,28,73,105,69.52,3.81,0.657
Hotel Royal,Room,6,19,43,68,63.24,8.82,0.544
Hotel Royal,Staff_Service,3,16,52,71,73.24,4.23,0.69
Hotel Royal,Value,0,3,11,14,78.57,0.0,0.786
Hotel Royal Elys es,Cleanliness,1,0,0,1,0.0,100.0,-1.0
Hotel Royal Elys es,Facilities,2,4,0,6,0.0,33.33,-0.333
Hotel Royal Elys es,Food,4,3,1,8,12.5,50.0,-0.375
Hotel Royal Elys es,Location,7,13,8,28,28.57,25.0,0.036
Hotel Royal Elys es,Room,6,10,7,23,30.43,26.09,0.043
Hotel Royal Elys es,Staff_Service,4,3,7,14,50.0,28.57,0.214
Hotel Royal Elys es,Value,2,0,1,3,33.33,66.67,-0.333
Hotel SB Diagonal Zero Barcelona 4 Sup,Cleanliness,15,47,89,151,58.94,9.93,0.49
Hotel SB Diagonal Zero Barcelona 4 Sup,Facilities,12,48,79,139,56.83,8.63,0.482
Hotel SB Diagonal Zero Barcelona 4 Sup,Food,28,92,172,292,58.9,9.59,0.493
Hotel SB Diagonal Zero Barcelona 4 Sup,Location,26,108,184,318,57.86,8.18,0.497
Hotel SB Diagonal Zero Barcelona 4 Sup,Room,55,130,215,400,53.75,13.75,0.4
Hotel SB Diagonal Zero Barcelona 4 Sup,Staff_Service,54,108,251,413,60.77,13.08,0.477
Hotel SB Diagonal Zero Barcelona 4 Sup,Value,17,37,49,103,47.57,16.5,0.311
Hotel SB Diagonal Zero Barcelona 4 Sup,Wellness,16,79,151,246,61.38,6.5,0.549
Hotel SB Icaria Barcelona,Cleanliness,17,48,97,162,59.88,10.49,0.494
Hotel SB Icaria Barcelona,Facilities,18,62,68,148,45.95,12.16,0.338
Hotel SB Icaria Barcelona,Food,28,106,175,309,56.63,9.06,0.476
Hotel SB Icaria Barcelona,Location,25,151,234,410,57.07,6.1,0.51
Hotel SB Icaria Barcelona,Room,45,121,169,335,50.45,13.43,0.37
Hotel SB Icaria Barcelona,Staff_Service,32,112,232,376,61.7,8.51,0.532
Hotel SB Icaria Barcelona,Value,17,37,57,111,51.35,15.32,0.36
Hotel SB Icaria Barcelona,Wellness,15,68,124,207,59.9,7.25,0.527
Hotel Sacher Wien,Cleanliness,0,0,6,6,100.0,0.0,1.0
Hotel Sacher Wien,Facilities,0,0,5,5,100.0,0.0,1.0
Hotel Sacher Wien,Food,0,3,41,44,93.18,0.0,0.932
Hotel Sacher Wien,Location,0,7,38,45,84.44,0.0,0.844
Hotel Sacher Wien,Room,2,7,31,40,77.5,5.0,0.725
Hotel Sacher Wien,Staff_Service,2,5,68,75,90.67,2.67,0.88
Hotel Sacher Wien,Value,0,2,11,13,84.62,0.0,0.846
Hotel Sacher Wien,Wellness,0,0,9,9,100.0,0.0,1.0
Hotel Saint Dominique,Cleanliness,0,1,16,17,94.12,0.0,0.941
Hotel Saint Dominique,Facilities,1,5,11,17,64.71,5.88,0.588
Hotel Saint Dominique,Food,1,2,12,15,80.0,6.67,0.733
Hotel Saint Dominique,Location,2,15,59,76,77.63,2.63,0.75
Hotel Saint Dominique,Room,5,15,43,63,68.25,7.94,0.603
Hotel Saint Dominique,Staff_Service,1,9,46,56,82.14,1.79,0.804
Hotel Saint Dominique,Value,1,2,11,14,78.57,7.14,0.714
Hotel Saint Dominique,Wellness,0,0,1,1,100.0,0.0,1.0
Hotel Saint Petersbourg Opera,Cleanliness,0,15,69,84,82.14,0.0,0.821
Hotel Saint Petersbourg Opera,Facilities,2,14,38,54,70.37,3.7,0.667
